player_id,goals,SOTs,SOTs_pct,shots_per90,SOT_per90,goals_per_shot,goals_per_SOT,avg_shot_dist,shots_fk,pens_scored,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
2886,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2887,2,4,26.7,6.37,1.7,0.07,0.25,30.2,3,1,1,1.4,0.7,0.04,0.6,0.3
2888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2889,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2890,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2891,3,10,21.7,1.32,0.29,0.02,0.1,24.9,8,2,2,3.3,1.7,0.04,-0.3,-0.7
2892,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2893,5,27,35.5,2.62,0.93,0.07,0.19,12.0,0,0,0,10.1,10.1,0.13,-5.1,-5.1
2894,0,3,27.3,0.39,0.11,0.0,0.0,15.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8
2895,0,3,30.0,0.34,0.1,0.0,0.0,20.2,1,0,0,0.6,0.6,0.06,-0.6,-0.6
2896,1,8,26.7,1.07,0.29,0.03,0.13,24.0,6,0,0,1.4,1.4,0.05,-0.4,-0.4
2897,1,9,30.0,1.43,0.43,0.03,0.11,19.1,0,0,0,2.1,2.1,0.07,-1.1,-1.1
2898,0,0,0.0,0.19,0.0,0.0,0.0,9.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2899,0,2,18.2,0.59,0.11,0.0,0.0,21.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
2900,1,3,21.4,0.74,0.16,0.07,0.33,17.4,0,0,0,1.9,1.9,0.14,-0.9,-0.9
2901,0,3,14.3,1.15,0.16,0.0,0.0,17.9,0,0,0,1.8,1.8,0.09,-1.8,-1.8
2902,2,12,36.4,2.19,0.79,0.06,0.17,17.8,0,0,0,2.8,2.8,0.08,-0.8,-0.8
2903,1,4,36.4,0.64,0.23,0.09,0.25,21.5,3,0,0,0.8,0.8,0.07,0.2,0.2
2904,0,1,14.3,0.49,0.07,0.0,0.0,24.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2905,0,6,37.5,1.24,0.46,0.0,0.0,14.3,1,0,0,1.6,1.6,0.1,-1.6,-1.6
2906,4,9,45.0,2.29,1.03,0.15,0.33,24.2,1,1,1,1.4,0.6,0.03,2.6,2.4
2907,3,7,50.0,1.44,0.72,0.21,0.43,12.6,0,0,0,2.5,2.5,0.18,0.5,0.5
2908,0,0,0.0,0.55,0.0,0.0,0.0,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2909,0,0,0.0,0.13,0.0,0.0,0.0,34.5,0,0,0,0.0,0.0,0.01,0.0,0.0
2910,1,1,100.0,0.12,0.12,1.0,1.0,2.2,0,0,0,1.0,1.0,0.95,0.0,0.0
2911,0,1,25.0,0.53,0.13,0.0,0.0,18.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2912,0,0,0.0,0.42,0.0,0.0,0.0,13.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2
2913,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2914,1,1,100.0,0.59,0.59,1.0,1.0,5.0,0,0,0,0.1,0.1,0.06,0.9,0.9
2915,0,1,50.0,0.62,0.31,0.0,0.0,7.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3
2916,1,5,35.7,2.55,0.91,0.07,0.2,16.9,0,0,0,1.8,1.8,0.13,-0.8,-0.8
2917,1,2,40.0,1.81,0.73,0.2,0.5,23.0,0,0,0,0.3,0.3,0.06,0.7,0.7
2918,0,1,100.0,0.98,0.98,0.0,0.0,25.6,0,0,0,0.0,0.0,0.03,0.0,0.0
2919,0,1,33.3,5.0,1.67,0.0,0.0,29.1,1,0,0,0.1,0.1,0.03,-0.1,-0.1
2920,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2921,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2922,0,0,0.0,36.0,0.0,0.0,0.0,12.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2923,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2924,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2925,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2926,2,3,23.1,0.46,0.11,0.15,0.67,10.3,0,0,0,2.3,2.3,0.18,-0.3,-0.3
2927,3,24,38.1,2.29,0.87,0.03,0.08,24.1,12,1,1,4.3,3.5,0.06,-1.3,-1.5
2928,0,13,35.1,1.4,0.49,0.0,0.0,28.1,3,0,0,1.0,1.0,0.03,-1.0,-1.0
2929,0,0,0.0,0.18,0.0,0.0,0.0,13.8,0,0,0,1.0,1.0,0.19,-1.0,-1.0
2930,0,8,34.8,1.08,0.38,0.0,0.0,26.2,0,0,0,1.3,1.3,0.06,-1.3,-1.3
2931,9,22,36.7,2.64,0.97,0.15,0.41,16.8,1,0,0,8.6,8.6,0.15,0.4,0.4
2932,1,5,25.0,0.96,0.24,0.05,0.2,20.8,0,0,0,0.7,0.7,0.04,0.3,0.3
2933,6,18,37.5,2.35,0.88,0.13,0.33,16.7,0,0,0,5.3,5.3,0.11,0.7,0.7
2934,0,2,15.4,0.65,0.1,0.0,0.0,11.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7
2935,2,5,55.6,0.48,0.27,0.22,0.4,17.4,0,0,0,1.2,1.2,0.13,0.8,0.8
2936,3,12,30.0,2.32,0.69,0.08,0.25,17.5,1,0,0,4.7,4.7,0.12,-1.7,-1.7
2937,0,2,25.0,0.5,0.13,0.0,0.0,25.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7
2938,0,5,41.7,1.18,0.49,0.0,0.0,18.7,1,0,0,1.3,1.3,0.11,-1.3,-1.3
2939,0,1,50.0,0.18,0.09,0.0,0.0,21.2,0,0,0,0.0,0.0,0.02,0.0,0.0
2940,1,4,28.6,1.14,0.33,0.07,0.25,11.7,0,0,0,2.0,2.0,0.14,-1.0,-1.0
2941,6,13,33.3,3.83,1.28,0.13,0.38,14.2,0,1,1,6.5,5.7,0.15,-0.5,-0.7
2942,3,9,39.1,2.68,1.05,0.13,0.33,13.3,0,0,0,3.3,3.3,0.14,-0.3,-0.3
2943,0,3,75.0,0.37,0.28,0.0,0.0,23.3,0,0,0,0.4,0.4,0.1,-0.4,-0.4
2944,1,2,25.0,0.88,0.22,0.13,0.5,24.6,0,0,0,0.2,0.2,0.02,0.8,0.8
2945,0,0,0.0,0.16,0.0,0.0,0.0,10.5,0,0,0,0.0,0.0,0.04,0.0,0.0
2946,1,1,33.3,0.52,0.17,0.33,1.0,11.4,0,0,0,0.2,0.2,0.08,0.8,0.8
2947,3,3,37.5,1.64,0.62,0.38,1.0,15.9,0,0,0,1.3,1.3,0.18,1.7,1.7
2948,0,1,25.0,0.82,0.2,0.0,0.0,28.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2949,0,0,0.0,0.23,0.0,0.0,0.0,23.2,0,0,0,0.0,0.0,0.01,0.0,0.0
2950,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2951,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2952,1,1,20.0,1.46,0.29,0.2,1.0,16.2,0,0,0,1.5,1.5,0.31,-0.5,-0.5
2953,0,4,50.0,2.53,1.26,0.0,0.0,18.3,0,0,0,0.9,0.9,0.11,-0.9,-0.9
2954,0,2,50.0,1.3,0.65,0.0,0.0,12.9,0,0,0,0.4,0.4,0.11,-0.4,-0.4
2955,0,0,0.0,1.0,0.0,0.0,0.0,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0
2956,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2957,0,0,0.0,2.09,0.0,0.0,0.0,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0
2958,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2959,0,0,0.0,5.29,0.0,0.0,0.0,8.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1
2960,0,0,0.0,0.11,0.0,0.0,0.0,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2961,1,8,36.4,0.66,0.24,0.05,0.13,12.7,0,0,0,1.4,1.4,0.06,-0.4,-0.4
2962,0,9,20.0,1.51,0.3,0.0,0.0,28.3,8,0,0,1.8,1.8,0.04,-1.8,-1.8
2963,6,15,26.8,1.98,0.53,0.11,0.4,13.3,1,0,0,6.2,6.2,0.11,-0.2,-0.2
2964,0,1,7.7,0.47,0.04,0.0,0.0,18.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7
2965,11,24,41.4,2.13,0.88,0.12,0.29,17.9,2,4,5,12.9,9.0,0.16,-1.9,-2.0
2966,3,5,35.7,0.55,0.2,0.21,0.6,19.0,0,0,0,1.0,1.0,0.07,2.0,2.0
2967,1,4,18.2,1.1,0.2,0.05,0.25,22.5,0,0,0,1.9,1.9,0.08,-0.9,-0.9
2968,6,18,54.5,1.81,0.99,0.15,0.28,17.7,1,1,1,3.8,3.0,0.09,2.2,2.0
2969,1,2,22.2,0.52,0.12,0.11,0.5,10.4,0,0,0,0.8,0.8,0.09,0.2,0.2
2970,0,0,0.0,0.06,0.0,0.0,0.0,13.5,0,0,0,0.0,0.0,0.02,0.0,0.0
2971,2,4,50.0,0.54,0.27,0.25,0.5,15.8,0,0,0,0.6,0.6,0.08,1.4,1.4
2972,0,2,33.3,0.48,0.16,0.0,0.0,14.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4
2973,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2974,0,0,0.0,0.22,0.0,0.0,0.0,14.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2975,2,6,35.3,1.24,0.44,0.12,0.33,14.5,0,0,0,2.5,2.5,0.14,-0.5,-0.5
2976,0,4,33.3,1.34,0.45,0.0,0.0,14.5,1,0,0,1.3,1.3,0.11,-1.3,-1.3
2977,0,1,25.0,0.63,0.16,0.0,0.0,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2978,0,4,23.5,2.1,0.49,0.0,0.0,16.0,0,0,2,3.2,1.6,0.09,-3.2,-1.6
2979,0,1,33.3,0.48,0.16,0.0,0.0,18.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2980,0,2,50.0,0.71,0.36,0.0,0.0,7.3,0,0,0,0.8,0.8,0.2,-0.8,-0.8
2981,0,1,14.3,1.33,0.19,0.0,0.0,12.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2982,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2983,0,4,33.3,2.93,0.98,0.0,0.0,18.1,0,0,0,1.2,1.2,0.1,-1.2,-1.2
2984,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2985,0,0,0.0,0.37,0.0,0.0,0.0,29.4,0,0,0,0.0,0.0,0.01,0.0,0.0
2986,0,0,0.0,1.97,0.0,0.0,0.0,20.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2987,1,2,40.0,2.47,0.99,0.2,0.5,23.6,1,0,0,0.3,0.3,0.06,0.7,0.7
2988,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2989,0,0,0.0,1.48,0.0,0.0,0.0,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0
2990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2991,1,2,66.7,3.38,2.25,0.33,0.5,8.6,0,0,0,0.7,0.7,0.23,0.3,0.3
2992,0,1,50.0,1.15,0.57,0.0,0.0,31.9,1,0,0,0.0,0.0,0.02,0.0,0.0
2993,0,3,60.0,5.06,3.03,0.0,0.0,18.1,0,0,0,0.5,0.5,0.1,-0.5,-0.5
2994,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2995,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2996,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2997,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2998,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
2999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3000,27,50,44.6,4.67,2.09,0.19,0.42,18.3,2,6,8,21.0,14.5,0.13,6.0,6.5
3001,7,19,42.2,1.9,0.8,0.16,0.37,21.5,1,0,0,3.1,3.1,0.07,3.9,3.9
3002,1,2,33.3,0.28,0.09,0.17,0.5,18.2,0,0,0,0.5,0.5,0.08,0.5,0.5
3003,0,1,10.0,0.45,0.05,0.0,0.0,10.8,0,0,0,1.4,1.4,0.14,-1.4,-1.4
3004,2,4,28.6,0.64,0.18,0.14,0.5,17.9,0,0,0,1.4,1.4,0.1,0.6,0.6
3005,0,1,10.0,0.47,0.05,0.0,0.0,23.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6
3006,4,12,28.6,1.96,0.56,0.1,0.33,19.8,9,0,0,4.2,4.2,0.1,-0.2,-0.2
3007,0,0,0.0,0.23,0.0,0.0,0.0,6.5,0,0,0,0.4,0.4,0.11,-0.4,-0.4
3008,3,9,39.1,1.41,0.55,0.13,0.33,19.5,0,0,0,1.5,1.5,0.06,1.5,1.5
3009,4,11,35.5,2.04,0.72,0.13,0.36,13.8,0,0,0,4.5,4.5,0.15,-0.5,-0.5
3010,0,1,33.3,0.17,0.06,0.0,0.0,9.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
3011,3,14,32.6,2.57,0.84,0.07,0.21,17.1,0,0,0,4.4,4.4,0.1,-1.4,-1.4
3012,11,20,37.0,3.42,1.27,0.19,0.5,13.2,0,1,1,10.9,10.2,0.19,0.1,-0.2
3013,1,6,31.6,1.43,0.45,0.05,0.17,21.7,0,0,0,2.0,2.0,0.1,-1.0,-1.0
3014,6,12,54.5,1.56,0.85,0.27,0.5,11.0,0,0,0,6.1,6.1,0.28,-0.1,-0.1
3015,4,10,37.0,2.18,0.81,0.15,0.4,19.2,1,0,0,3.2,3.2,0.12,0.8,0.8
3016,2,5,35.7,1.16,0.41,0.14,0.4,15.0,0,0,0,1.5,1.5,0.11,0.5,0.5
3017,1,2,40.0,0.45,0.18,0.2,0.5,10.8,0,0,0,1.0,1.0,0.2,0.0,0.0
3018,0,5,55.6,1.02,0.57,0.0,0.0,12.5,0,0,0,1.3,1.3,0.14,-1.3,-1.3
3019,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3020,1,1,50.0,0.48,0.24,0.5,1.0,19.3,0,0,0,0.3,0.3,0.15,0.7,0.7
3021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3022,0,0,0.0,0.83,0.0,0.0,0.0,23.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
3023,1,1,25.0,1.35,0.34,0.25,1.0,21.6,1,0,0,0.3,0.3,0.08,0.7,0.7
3024,0,1,50.0,3.75,1.87,0.0,0.0,15.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
3025,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3027,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3028,4,13,25.0,1.74,0.43,0.08,0.31,19.6,0,0,0,5.0,5.0,0.1,-1.0,-1.0
3029,16,29,46.0,2.45,1.13,0.24,0.52,11.5,0,1,1,12.4,11.6,0.18,3.6,3.4
3030,6,19,43.2,1.84,0.8,0.14,0.32,21.5,6,0,0,3.4,3.4,0.08,2.6,2.6
3031,9,28,46.7,2.55,1.19,0.15,0.32,17.1,0,0,0,5.9,5.9,0.1,3.1,3.1
3032,1,7,36.8,0.78,0.29,0.05,0.14,16.1,0,0,0,0.8,0.8,0.04,0.2,0.2
3033,4,10,38.5,1.09,0.42,0.15,0.4,21.6,0,0,0,1.4,1.4,0.05,2.6,2.6
3034,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3035,1,5,45.5,0.56,0.25,0.09,0.2,16.6,0,0,0,0.4,0.4,0.04,0.6,0.6
3036,3,10,33.3,1.65,0.55,0.1,0.3,21.6,0,0,0,2.1,2.1,0.07,0.9,0.9
3037,7,26,41.3,3.35,1.38,0.11,0.27,14.0,0,0,3,11.0,8.5,0.14,-4.0,-1.5
3038,7,22,61.1,2.01,1.23,0.19,0.32,15.7,1,0,0,5.4,5.4,0.15,1.6,1.6
3039,1,7,33.3,1.29,0.43,0.05,0.14,15.8,1,0,0,1.3,1.3,0.06,-0.3,-0.3
3040,0,2,25.0,0.53,0.13,0.0,0.0,19.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6
3041,1,4,33.3,0.82,0.27,0.08,0.25,11.1,0,0,0,0.7,0.7,0.06,0.3,0.3
3042,1,3,23.1,1.13,0.26,0.0,0.0,26.0,0,1,1,1.5,0.7,0.05,-0.5,-0.7
3043,0,0,0.0,0.67,0.0,0.0,0.0,23.5,1,0,0,0.5,0.5,0.06,-0.5,-0.5
3044,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3045,0,1,25.0,0.35,0.09,0.0,0.0,14.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
3046,1,5,62.5,1.13,0.71,0.13,0.2,15.2,0,0,0,1.3,1.3,0.16,-0.3,-0.3
3047,0,1,16.7,0.87,0.14,0.0,0.0,26.9,1,0,0,0.2,0.2,0.04,-0.2,-0.2
3048,2,4,28.6,2.94,0.84,0.14,0.5,19.8,1,0,0,0.8,0.8,0.06,1.2,1.2
3049,0,0,0.0,0.6,0.0,0.0,0.0,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
3050,1,3,50.0,2.97,1.48,0.17,0.33,15.9,0,0,0,0.7,0.7,0.12,0.3,0.3
3051,0,0,0.0,1.53,0.0,0.0,0.0,20.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2
3052,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3053,0,1,100.0,0.88,0.88,0.0,0.0,22.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1
3054,1,2,100.0,2.12,2.12,0.5,0.5,10.7,0,0,0,0.4,0.4,0.22,0.6,0.6
3055,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3056,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3057,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3058,1,3,16.7,0.55,0.09,0.06,0.33,11.3,0,0,0,1.5,1.5,0.08,-0.5,-0.5
3059,2,7,50.0,0.42,0.21,0.14,0.29,26.3,4,0,0,0.5,0.5,0.03,1.5,1.5
3060,0,2,16.7,0.36,0.06,0.0,0.0,26.8,0,0,0,0.3,0.3,0.02,-0.3,-0.3
3061,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3062,3,3,25.0,0.4,0.1,0.25,1.0,16.3,0,0,0,1.1,1.1,0.09,1.9,1.9
3063,8,14,37.8,1.33,0.5,0.14,0.36,20.3,3,3,3,5.2,2.9,0.08,2.8,2.1
3064,2,10,27.8,1.38,0.38,0.06,0.2,23.9,0,0,0,2.4,2.4,0.07,-0.4,-0.4
3065,4,13,25.0,1.86,0.46,0.08,0.31,22.8,0,0,0,2.4,2.4,0.05,1.6,1.6
3066,7,13,31.7,1.83,0.58,0.15,0.46,16.6,0,1,1,4.9,4.1,0.1,2.1,1.9
3067,4,20,31.7,3.04,0.97,0.06,0.2,16.2,0,0,0,6.1,6.1,0.1,-2.1,-2.1
3068,6,25,41.7,3.05,1.27,0.1,0.24,11.4,0,0,0,8.9,8.9,0.15,-2.9,-2.9
3069,4,19,38.0,2.78,1.06,0.08,0.21,13.2,0,0,0,6.2,6.2,0.12,-2.2,-2.2
3070,3,16,44.4,2.73,1.21,0.08,0.19,17.9,4,0,0,3.5,3.5,0.1,-0.5,-0.5
3071,0,3,30.0,0.75,0.22,0.0,0.0,17.7,0,0,0,1.2,1.2,0.12,-1.2,-1.2
3072,6,11,44.0,2.56,1.13,0.24,0.55,17.1,0,0,0,4.2,4.2,0.17,1.8,1.8
3073,0,2,50.0,0.76,0.38,0.0,0.0,17.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3
3074,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3075,0,2,50.0,1.63,0.81,0.0,0.0,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
3076,0,1,100.0,0.74,0.74,0.0,0.0,14.4,0,0,0,0.0,0.0,0.05,0.0,0.0
3077,1,1,100.0,0.99,0.99,1.0,1.0,26.9,1,0,0,0.1,0.1,0.1,0.9,0.9
3078,0,0,0.0,2.0,0.0,0.0,0.0,9.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2
3079,0,0,0.0,3.33,0.0,0.0,0.0,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
3080,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3081,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3082,0,0,0.0,10.0,0.0,0.0,0.0,12.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
3083,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3084,2,8,57.1,0.47,0.27,0.14,0.25,9.6,0,0,0,1.5,1.5,0.11,0.5,0.5
3085,19,43,56.6,2.6,1.47,0.22,0.4,14.1,0,2,3,17.5,15.0,0.2,1.5,2.0
3086,0,7,20.6,1.19,0.25,0.0,0.0,23.6,5,0,0,2.0,2.0,0.06,-2.0,-2.0
3087,4,9,39.1,0.81,0.32,0.17,0.44,17.0,0,0,0,2.6,2.6,0.11,1.4,1.4
3088,1,4,57.1,0.26,0.15,0.14,0.25,17.9,0,0,0,0.3,0.3,0.04,0.7,0.7
3089,1,7,21.2,1.26,0.27,0.03,0.14,22.5,0,0,0,1.4,1.4,0.04,-0.4,-0.4
3090,6,29,35.4,3.23,1.14,0.07,0.21,20.3,8,0,0,6.2,6.2,0.08,-0.2,-0.2
3091,0,2,11.8,0.69,0.08,0.0,0.0,10.9,0,0,0,2.0,2.0,0.12,-2.0,-2.0
3092,0,2,20.0,0.46,0.09,0.0,0.0,29.3,1,0,0,0.4,0.4,0.04,-0.4,-0.4
3093,5,7,43.8,0.85,0.37,0.31,0.71,8.7,0,0,0,2.0,2.0,0.13,3.0,3.0
3094,5,14,35.0,2.74,0.96,0.13,0.36,16.5,6,0,0,5.4,5.4,0.14,-0.4,-0.4
3095,2,6,50.0,0.84,0.42,0.17,0.33,18.2,0,0,0,0.8,0.8,0.06,1.2,1.2
3096,2,14,42.4,2.01,0.85,0.06,0.14,15.5,0,0,0,5.2,5.2,0.16,-3.2,-3.2
3097,1,5,33.3,1.07,0.36,0.07,0.2,17.5,0,0,0,1.1,1.1,0.07,-0.1,-0.1
3098,1,3,27.3,1.29,0.35,0.09,0.33,13.4,0,0,0,1.3,1.3,0.12,-0.3,-0.3
3099,1,3,33.3,1.94,0.65,0.11,0.33,18.6,1,0,0,0.6,0.6,0.07,0.4,0.4
3100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3101,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3102,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3103,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3104,0,1,50.0,2.95,1.48,0.0,0.0,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0
3105,0,1,50.0,4.62,2.31,0.0,0.0,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
3106,0,0,0.0,1.96,0.0,0.0,0.0,13.0,0,0,0,0.4,0.4,0.36,-0.4,-0.4
3107,0,0,0.0,3.91,0.0,0.0,0.0,9.5,0,0,0,0.0,0.0,0.04,0.0,0.0
3108,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3109,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
3111,0,0,0.0,0.03,0.0,0.0,0.0,7.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1
3112,1,5,33.3,0.47,0.16,0.07,0.2,13.9,0,0,0,0.9,0.9,0.06,0.1,0.1
3113,1,5,33.3,0.51,0.17,0.07,0.2,24.6,2,0,0,0.5,0.5,0.04,0.5,0.5
3114,0,1,11.1,0.31,0.03,0.0,0.0,17.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6
3115,1,11,28.2,1.67,0.47,0.03,0.09,18.3,0,0,0,3.4,3.4,0.09,-2.4,-2.4
3116,6,19,48.7,1.76,0.86,0.15,0.32,16.7,4,0,0,4.3,4.3,0.11,1.7,1.7
3117,2,9,22.0,1.88,0.41,0.05,0.22,20.6,1,0,0,3.3,3.3,0.08,-1.3,-1.3
3118,11,20,43.5,2.12,0.92,0.17,0.4,15.4,0,3,3,10.7,8.3,0.18,0.3,-0.3
3119,5,22,35.5,2.93,1.04,0.06,0.18,16.0,2,1,2,7.7,6.1,0.1,-2.7,-2.1
3120,0,2,12.5,0.72,0.09,0.0,0.0,13.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2
3121,1,2,18.2,0.55,0.1,0.09,0.5,15.5,0,0,0,0.9,0.9,0.08,0.1,0.1
3122,0,3,21.4,0.74,0.16,0.0,0.0,16.0,0,0,0,1.2,1.2,0.08,-1.2,-1.2
3123,2,6,20.7,1.62,0.33,0.07,0.33,15.4,0,0,0,3.3,3.3,0.11,-1.3,-1.3
3124,6,20,43.5,2.67,1.16,0.09,0.2,12.4,0,2,2,8.4,6.8,0.15,-2.4,-2.8
