player_id,games,minutes,mins_per_game,mins_pct,minutes_90s,game_starts,mins_per_start,games_completed,game_subs,mins_per_sub,unused_sub,PPM,onG,onGA,plus_minus,plus_minus_per90,plus_minus_wwo,onxG,onxGA,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wwo
8885,23,"2,070",90.0,54.8,23.0,23,90,23,0,0,3,1.74,44,32,12,0.52,0.73,35.3,28.9,6.4,0.28,0.27
8886,22,"1,920",87.0,50.8,21.3,21,90,21,1,30,1,0.68,18,32,-14,-0.66,-0.56,17.2,31.2,-14.0,-0.65,-0.42
8887,18,"1,618",90.0,42.8,18.0,18,90,17,0,0,0,1.72,26,19,7,0.39,0.35,27.3,21.0,6.3,0.35,0.33
8888,22,363,17.0,9.6,4.0,0,0,0,22,17,19,1.27,9,6,3,0.74,0.9,9.0,5.6,3.4,0.83,0.97
8889,29,926,32.0,24.5,10.3,8,69,0,21,18,10,0.93,9,12,-3,-0.29,-0.39,8.9,9.4,-0.5,-0.05,-0.27
8890,15,643,43.0,21.0,7.1,4,87,3,11,27,2,1.0,11,12,-1,-0.14,0.46,9.1,10.2,-1.1,-0.15,0.28
8891,32,"1,960",61.0,57.3,21.8,22,79,12,10,21,2,1.52,39,30,9,0.41,0.78,30.5,28.7,1.8,0.08,0.21
8892,34,"2,147",63.0,70.2,23.9,25,75,6,9,29,0,1.26,30,44,-14,-0.59,-0.59,30.2,36.9,-6.8,-0.28,-0.61
8893,42,"3,468",83.0,91.7,38.5,40,86,26,2,18,0,1.21,47,53,-6,-0.16,-0.16,48.8,47.7,1.1,0.03,-0.07
8894,33,"2,182",66.0,63.8,24.2,28,73,8,5,26,1,1.24,31,21,10,0.41,0.78,25.8,27.9,-2.1,-0.09,-0.14
8895,2,144,72.0,4.2,1.6,2,72,0,0,0,1,0.5,1,0,1,0.62,0.68,2.9,1.3,1.6,0.99,0.93
8896,1,60,60.0,1.6,0.7,1,60,0,0,0,0,0.0,0,1,-1,-1.5,-1.89,0.5,0.6,-0.1,-0.1,-0.3
8897,5,108,22.0,2.9,1.2,1,90,1,4,5,18,0.8,0,2,-2,-1.67,-1.79,0.6,1.8,-1.2,-1.02,-0.92
8898,35,"2,411",69.0,63.8,26.8,29,80,12,6,17,2,1.26,29,19,10,0.37,1.03,22.6,22.3,0.2,0.01,-0.4
8899,12,129,11.0,3.1,1.4,0,0,0,12,11,13,2.33,2,3,-1,-0.7,-1.8,3.6,3.0,0.6,0.4,-0.53
8900,21,"1,890",90.0,50.0,21.0,21,90,21,0,0,3,1.0,22,30,-8,-0.38,-0.1,24.2,27.8,-3.7,-0.17,0.18
8901,38,"3,283",86.0,86.9,36.5,38,86,30,0,0,0,1.21,39,45,-6,-0.16,0.56,35.6,35.5,0.1,0.0,1.0
8902,14,832,59.0,20.1,9.2,10,79,8,4,10,16,1.07,10,19,-9,-0.97,-0.81,10.0,13.2,-3.2,-0.35,-0.13
8903,23,"1,832",80.0,59.9,20.4,22,82,16,1,29,3,1.39,41,32,9,0.44,0.37,33.7,26.4,7.4,0.36,0.27
8904,9,122,14.0,3.2,1.4,0,0,0,9,14,20,0.78,3,3,0,0.0,0.25,2.2,2.3,-0.1,-0.05,0.09
8905,21,"1,214",58.0,39.7,13.5,13,88,12,8,8,13,1.76,31,17,14,1.04,0.75,26.3,20.2,6.1,0.45,0.37
8906,1,40,40.0,1.2,0.4,1,40,0,0,0,1,0.0,0,1,-1,-2.25,-2.17,0.1,0.9,-0.8,-1.85,-1.6
8907,3,143,48.0,4.7,1.6,2,68,1,1,8,0,1.33,3,3,0,0.0,0.43,2.8,2.3,0.5,0.31,0.43
8908,1,90,90.0,2.9,1.0,1,90,1,0,0,25,3.0,2,1,1,1.0,0.24,0.7,1.5,-0.8,-0.77,-1.04
8909,31,"2,699",87.0,88.2,30.0,31,87,28,0,0,0,1.61,60,42,18,0.6,0.1,50.3,43.4,6.9,0.23,-0.01
8910,32,"2,833",89.0,92.6,31.5,32,89,30,0,0,0,1.44,52,40,12,0.38,-0.81,49.8,34.3,15.5,0.49,0.5
8911,33,"2,957",90.0,96.6,32.9,33,90,27,0,0,0,2.0,58,34,24,0.73,-1.02,49.6,34.4,15.2,0.46,0.61
8912,32,"2,619",82.0,85.6,29.1,29,87,25,3,34,2,1.5,47,46,1,0.03,0.24,47.0,41.1,5.9,0.2,0.61
8913,2,29,15.0,0.7,0.3,0,0,0,2,15,8,0.5,0,1,-1,-3.1,-2.8,0.5,1.5,-1.0,-3.1,-2.87
8914,31,"2,506",81.0,81.9,27.8,31,81,16,0,0,0,1.52,50,34,16,0.57,0.09,43.8,37.1,6.7,0.24,-0.57
8915,13,643,49.0,21.0,7.1,7,74,3,6,21,1,2.0,12,6,6,0.84,-0.13,10.5,7.1,3.4,0.47,-0.1
8916,36,"2,262",63.0,54.6,25.1,25,81,16,11,22,2,1.61,37,31,6,0.24,-0.19,32.2,32.3,-0.1,0.0,0.01
8917,33,"2,369",72.0,69.3,26.3,27,82,13,6,25,0,1.15,30,27,3,0.11,0.71,26.3,28.9,-2.6,-0.1,0.54
8918,21,772,37.0,25.2,8.6,7,76,2,14,17,5,1.76,23,12,11,1.28,0.73,13.7,9.6,4.1,0.48,0.18
8919,16,"1,436",90.0,46.9,16.0,15,90,15,1,86,7,0.94,22,27,-5,-0.31,-0.48,22.3,24.7,-2.4,-0.15,0.02
8920,11,330,30.0,8.7,3.7,4,55,0,7,16,4,0.64,3,3,0,0.0,0.55,2.2,3.9,-1.7,-0.45,-0.01
8921,30,"2,646",88.0,86.5,29.4,29,90,29,1,36,2,1.3,44,47,-3,-0.1,0.77,40.9,42.2,-1.3,-0.05,0.66
8922,10,324,32.0,9.5,3.6,3,64,1,7,19,1,0.3,2,11,-9,-2.5,-1.63,2.8,4.2,-1.4,-0.39,-0.09
8923,24,785,33.0,25.7,8.7,9,67,1,15,12,9,2.0,12,14,-2,-0.23,-1.02,11.4,9.2,2.2,0.25,-0.28
8924,26,"2,261",87.0,66.1,25.1,26,87,23,0,0,6,1.04,23,30,-7,-0.28,-0.28,29.9,37.1,-7.2,-0.29,0.09
8925,25,"1,990",80.0,58.2,22.1,23,86,19,2,4,12,2.0,28,22,6,0.27,-0.48,29.9,21.7,8.2,0.37,0.09
8926,23,"1,516",66.0,44.3,16.8,18,76,4,5,30,2,1.26,27,25,2,0.12,0.36,19.0,18.1,0.9,0.06,0.11
8927,6,141,24.0,4.1,1.6,0,0,0,6,24,14,0.67,3,2,1,0.64,0.58,4.1,2.6,1.5,0.96,1.01
8928,1,45,45.0,1.2,0.5,0,0,0,1,45,1,1.0,0,0,0,0.0,-0.39,0.3,0.3,-0.1,-0.12,-0.28
8929,32,"2,683",84.0,87.7,29.8,31,86,21,1,23,1,1.38,37,32,5,0.17,0.41,34.0,30.3,3.7,0.12,0.72
8930,7,203,29.0,5.9,2.3,2,51,0,5,20,11,0.57,2,5,-3,-1.33,-0.32,3.5,5.5,-2.0,-0.89,-0.62
8931,10,292,29.0,9.5,3.2,3,59,0,7,16,15,1.3,5,11,-6,-1.85,-1.72,4.1,9.0,-4.9,-1.53,-1.26
8932,1,2,2.0,0.1,0.0,0,0,0,1,2,7,0.0,0,0,0,0.0,0.29,0.1,0.0,0.1,3.08,3.47
8933,1,23,23.0,0.8,0.3,0,0,0,1,23,2,0.0,0,1,-1,-3.91,-4.36,0.0,0.9,-0.9,-3.4,-3.69
8934,21,"1,186",56.0,38.8,13.2,13,80,7,8,18,6,1.9,20,14,6,0.46,-0.51,22.3,19.2,3.2,0.24,0.01
8935,21,"1,141",54.0,37.3,12.7,11,84,6,10,22,4,1.33,18,19,-1,-0.08,-0.17,22.4,19.5,2.9,0.23,0.59
8936,10,571,57.0,16.7,6.3,7,79,2,3,6,24,2.1,8,8,0,0.0,-0.73,9.3,6.5,2.8,0.45,-0.01
8937,35,"2,206",63.0,64.5,24.5,26,77,7,9,23,0,1.11,24,32,-8,-0.33,-0.1,23.5,28.9,-5.4,-0.22,-0.15
8938,1,1,1.0,0.0,0.0,0,0,0,1,1,3,3.0,0,0,0,0.0,0.16,0.0,0.1,-0.1,-9.01,-9.14
8939,20,337,17.0,9.9,3.7,1,68,0,19,14,9,1.74,9,5,4,1.07,0.51,6.7,3.5,3.2,0.86,0.45
8940,6,481,80.0,14.1,5.3,5,90,5,1,31,22,1.13,6,9,-3,-0.56,-0.32,4.8,7.6,-2.8,-0.53,-0.42
8941,1,61,61.0,2.0,0.7,1,61,0,0,0,7,1.0,1,1,0,0.0,0.0,1.1,1.4,-0.3,-0.43,-0.56
8942,29,"1,400",48.0,40.9,15.6,13,81,7,16,22,7,1.48,26,25,1,0.06,-0.29,21.3,21.0,0.3,0.02,0.39
8943,3,248,83.0,8.1,2.8,3,83,2,0,0,0,0.0,0,4,-4,-1.45,-1.9,2.0,4.6,-2.6,-0.93,-1.28
8944,29,"1,839",63.0,53.8,20.4,20,87,13,9,11,9,2.07,34,21,13,0.64,0.35,29.1,20.2,8.9,0.44,0.22
8945,36,"1,357",38.0,35.9,15.1,12,75,4,24,19,3,1.42,23,23,0,0.0,-0.3,27.5,21.9,5.6,0.37,0.33
8946,11,236,21.0,6.9,2.6,1,62,0,10,17,12,0.18,3,4,-1,-0.38,0.18,3.5,4.4,-0.9,-0.36,0.0
8947,12,668,56.0,21.8,7.4,7,81,3,5,20,9,1.83,11,12,-1,-0.13,-0.17,10.0,9.9,0.1,0.01,-0.13
8948,20,633,32.0,20.7,7.0,4,86,3,16,18,13,1.9,13,10,3,0.43,-0.2,12.8,11.1,1.7,0.25,0.02
8949,16,558,35.0,14.8,6.2,6,66,0,10,16,2,2.19,9,4,5,0.81,0.53,7.3,6.3,1.0,0.16,-0.03
8950,3,169,56.0,4.5,1.9,2,79,1,1,11,16,1.33,2,1,1,0.53,0.56,1.1,1.3,-0.2,-0.11,-0.27
8951,3,56,19.0,1.5,0.6,0,0,0,3,19,21,1.33,1,1,0,0.0,-0.1,0.8,2.5,-1.7,-2.67,-2.59
8952,5,46,9.0,1.2,0.5,0,0,0,5,9,32,0.2,0,2,-2,-3.91,-3.46,0.6,2.2,-1.6,-3.15,-2.94
8953,21,"1,117",53.0,27.0,12.4,12,77,5,9,21,0,1.48,17,18,-1,-0.08,-0.38,18.3,16.0,2.3,0.18,-0.18
8954,34,982,29.0,23.7,10.9,7,74,0,27,17,7,1.94,19,13,6,0.55,-0.28,16.0,13.6,2.4,0.22,-0.49
8955,31,"2,736",88.0,89.4,30.4,31,88,28,0,0,0,0.9,31,45,-14,-0.46,-0.46,36.9,44.4,-7.5,-0.25,-0.29
8956,32,"1,910",60.0,62.4,21.2,20,76,6,12,32,1,1.16,30,31,-1,-0.05,0.81,25.6,34.8,-9.1,-0.43,-0.14
8957,33,"2,479",75.0,72.5,27.5,29,83,22,4,18,0,1.76,51,32,19,0.69,0.31,43.4,28.1,15.3,0.55,0.38
8958,13,692,53.0,22.6,7.7,9,68,0,4,19,4,1.23,7,8,-1,-0.13,-0.02,8.6,9.5,-0.9,-0.12,-0.2
8959,21,725,35.0,23.7,8.1,6,76,3,15,18,6,1.14,13,10,3,0.37,0.6,10.4,11.1,-0.7,-0.08,0.05
8960,21,"1,328",63.0,35.1,14.8,15,82,12,6,16,17,1.14,20,21,-1,-0.07,-0.4,21.9,19.8,2.2,0.15,-0.02
8961,3,52,17.0,1.5,0.6,0,0,0,3,17,3,2.33,1,0,1,1.73,1.92,0.4,0.9,-0.5,-0.81,-0.95
8962,32,"2,703",84.0,71.5,30.0,32,84,22,0,0,5,1.44,29,28,1,0.03,0.37,36.5,26.0,10.5,0.35,0.14
8963,8,386,48.0,12.6,4.3,5,66,0,3,18,1,1.55,5,6,-1,-0.23,-0.77,6.8,7.3,-0.5,-0.11,-0.72
8964,18,849,47.0,22.5,9.4,8,74,2,10,26,1,1.3,11,15,-4,-0.42,-0.82,10.2,11.9,-1.8,-0.19,-0.2
8965,4,206,52.0,5.4,2.3,2,77,1,2,27,1,0.5,1,2,-1,-0.44,-0.86,1.1,2.2,-1.1,-0.47,-0.66
8966,8,697,87.0,20.4,7.7,8,87,7,0,0,7,0.13,3,14,-11,-1.42,-0.49,9.0,8.9,0.2,0.02,0.41
8967,12,275,23.0,9.0,3.1,1,45,0,11,21,5,1.08,6,2,4,1.31,1.99,4.0,3.3,0.7,0.24,0.67
8968,26,"2,128",82.0,62.2,23.6,25,85,21,1,8,2,1.12,23,29,-6,-0.25,-0.18,22.7,26.0,-3.3,-0.14,0.2
8969,8,90,11.0,2.4,1.0,0,0,0,8,11,6,2.13,4,0,4,4.0,3.71,1.3,0.8,0.5,0.47,0.32
8970,41,"3,031",74.0,80.2,33.7,38,79,11,3,16,1,1.65,58,35,23,0.68,0.56,43.9,36.3,7.6,0.22,0.54
8971,27,"2,013",75.0,58.9,22.4,23,83,15,4,24,1,1.37,31,24,7,0.31,0.19,25.3,29.3,-4.0,-0.18,0.09
8972,1,19,19.0,0.6,0.2,0,0,0,1,19,4,0.0,0,0,0,0.0,-0.37,0.0,0.6,-0.5,-2.46,-2.65
8973,4,360,90.0,11.8,4.0,4,90,4,0,0,18,1.75,11,9,2,0.5,0.23,7.6,6.2,1.4,0.36,0.12
8974,33,"2,787",84.0,81.5,31.0,33,84,25,0,0,2,1.24,43,44,-1,-0.03,0.25,35.3,34.0,1.3,0.04,0.25
8975,21,"1,844",88.0,60.3,20.5,21,88,20,0,0,2,1.43,29,30,-1,-0.05,0.4,27.3,34.8,-7.6,-0.37,-0.59
8976,3,27,9.0,0.8,0.3,0,0,0,3,9,1,0.33,0,2,-2,-6.67,-5.95,0.2,0.4,-0.2,-0.67,-0.01
8977,2,15,8.0,0.4,0.2,0,0,0,2,8,3,3.0,0,0,0,0.0,-0.08,0.3,0.1,0.2,1.35,1.67
8978,30,"2,596",87.0,62.7,28.8,29,89,28,1,2,0,1.33,34,39,-5,-0.17,0.53,28.1,42.3,-14.2,-0.49,0.21
8979,40,"2,581",65.0,62.3,28.7,31,75,8,9,30,1,1.35,32,35,-3,-0.1,-0.39,32.4,34.3,-1.9,-0.07,-0.01
8980,13,"1,170",90.0,28.3,13.0,13,90,13,0,0,0,1.23,14,18,-4,-0.31,-0.1,14.3,18.3,-4.0,-0.31,-0.31
8981,21,"1,840",88.0,60.1,20.4,21,88,18,0,0,0,0.81,18,31,-13,-0.64,0.84,18.0,26.8,-8.8,-0.43,0.6
8982,10,780,78.0,25.5,8.7,10,78,6,0,0,1,0.75,11,15,-4,-0.46,-1.09,7.4,10.5,-3.0,-0.35,-0.37
8983,13,"1,170",90.0,38.2,13.0,13,90,13,0,0,16,0.69,12,28,-16,-1.23,-0.66,11.2,19.5,-8.3,-0.64,-0.58
8984,29,"1,900",66.0,62.1,21.1,22,82,15,7,15,5,2.17,36,23,13,0.62,-0.39,32.3,29.4,3.0,0.14,-0.25
8985,13,328,25.0,9.6,3.6,1,74,0,12,21,11,1.31,3,5,-2,-0.55,-0.4,5.3,3.3,2.0,0.55,0.85
8986,33,"2,942",89.0,96.1,32.7,33,89,32,0,0,0,0.94,30,52,-22,-0.67,3.14,38.1,54.5,-16.4,-0.5,1.55
8987,30,"2,313",77.0,75.6,25.7,25,85,17,5,36,0,1.17,41,43,-2,-0.08,1.61,39.4,37.1,2.3,0.09,0.77
8988,7,181,26.0,5.3,2.0,0,0,0,7,26,7,1.86,3,3,0,0.0,-0.5,3.8,2.1,1.7,0.86,0.55
8989,10,295,30.0,9.6,3.3,2,70,0,8,19,3,1.9,8,2,6,1.83,0.98,6.2,2.8,3.4,1.04,0.53
8990,32,"2,348",73.0,76.7,26.1,29,79,8,3,20,0,1.16,47,50,-3,-0.11,0.14,34.8,39.2,-4.5,-0.17,-0.38
8991,1,12,12.0,0.4,0.1,0,0,0,1,12,1,0.0,1,0,1,7.5,8.36,0.2,0.0,0.2,1.33,1.62
8992,30,"1,548",52.0,50.6,17.2,22,61,0,8,26,0,1.37,37,34,3,0.17,-0.24,29.3,25.1,4.2,0.24,-0.02
8993,22,"1,594",72.0,46.6,17.7,19,78,8,3,37,0,1.41,25,21,4,0.23,0.47,22.8,19.4,3.3,0.19,0.16
8994,24,"2,019",84.0,66.0,22.4,22,89,20,2,30,4,1.04,24,33,-9,-0.4,0.03,28.4,36.7,-8.4,-0.37,-0.46
8995,39,"3,335",86.0,88.2,37.1,37,88,33,2,31,0,1.57,52,36,16,0.43,-0.17,47.4,35.3,12.0,0.33,-0.29
8996,4,313,78.0,10.2,3.5,4,78,1,0,0,9,0.75,4,8,-4,-1.15,-1.28,6.6,6.2,0.4,0.12,0.01
8997,14,623,45.0,16.5,6.9,9,59,1,5,19,4,1.07,3,10,-7,-1.01,-0.64,6.9,5.8,1.1,0.16,0.27
8998,27,"1,222",45.0,39.9,13.6,11,75,2,16,25,6,0.83,17,27,-10,-0.74,0.05,16.1,29.7,-13.6,-1.01,-0.49
8999,15,"1,308",87.0,42.7,14.5,15,87,12,0,0,1,0.93,14,21,-7,-0.48,-0.02,22.2,20.3,1.9,0.13,0.4
9000,34,"1,757",52.0,57.4,19.5,16,77,6,18,29,0,1.83,32,31,1,0.05,-0.98,22.9,27.2,-4.3,-0.22,-0.62
9001,6,52,9.0,1.7,0.6,0,0,0,6,9,9,2.17,2,3,-1,-1.73,-1.46,1.1,2.1,-1.0,-1.79,-1.43
9002,27,"2,267",84.0,66.3,25.2,25,89,22,2,23,7,1.63,28,26,2,0.08,0.63,27.1,27.3,-0.2,-0.01,-0.19
9003,15,567,38.0,16.6,6.3,6,62,0,9,21,4,1.07,10,11,-1,-0.16,-0.13,7.4,8.4,-1.0,-0.17,-0.43
9004,29,"2,356",81.0,56.9,26.2,25,89,23,4,31,1,1.48,30,37,-7,-0.27,0.59,32.1,33.6,-1.5,-0.06,0.3
9005,17,759,45.0,24.8,8.4,9,67,0,8,20,10,1.24,7,14,-7,-0.83,-0.63,6.2,11.7,-5.5,-0.65,-0.75
9006,27,"1,326",49.0,43.3,14.7,13,80,5,14,21,3,2.0,28,24,4,0.27,-0.87,23.9,20.7,3.2,0.21,-0.03
9007,32,"2,828",88.0,92.4,31.4,32,88,26,0,0,0,1.59,58,44,14,0.45,-1.88,52.7,45.5,7.2,0.23,-0.01
9008,27,"2,013",75.0,65.8,22.4,21,87,14,6,30,3,1.37,28,26,2,0.09,1.64,29.5,34.0,-4.5,-0.2,0.28
9009,8,110,14.0,3.6,1.2,0,0,0,8,14,4,1.75,3,0,3,2.45,1.94,3.9,1.5,2.4,1.95,1.58
9010,34,"1,471",43.0,38.9,16.3,18,67,0,16,17,5,1.58,24,17,7,0.43,0.08,20.7,16.3,4.4,0.27,0.19
9011,20,892,45.0,21.5,9.9,12,65,0,8,14,17,1.1,14,10,4,0.4,0.57,13.1,12.8,0.3,0.03,-0.27
9012,5,289,58.0,7.0,3.2,4,72,2,1,1,18,1.4,5,8,-3,-0.93,-1.57,3.3,5.4,-2.0,-0.64,-1.41
9013,4,360,90.0,11.8,4.0,4,90,4,0,0,30,1.75,7,6,1,0.25,-0.25,4.3,4.7,-0.4,-0.09,-0.15
9014,14,676,48.0,22.1,7.5,8,65,0,6,26,4,1.0,7,12,-5,-0.67,-0.25,6.3,12.3,-6.0,-0.81,-0.57
9015,27,"2,097",78.0,61.3,23.3,24,85,19,3,21,10,1.37,22,27,-5,-0.21,-0.83,22.1,24.7,-2.6,-0.11,-0.18
9016,27,"1,518",56.0,44.4,16.9,15,78,7,12,30,1,1.14,15,24,-9,-0.53,-1.15,14.9,20.4,-5.5,-0.32,-0.51
9017,35,"2,380",68.0,69.6,26.4,29,78,6,6,21,1,1.79,37,20,17,0.64,0.56,39.4,22.8,16.6,0.63,0.33
9018,43,"3,159",73.0,76.3,35.1,37,82,13,6,23,0,2.02,62,44,18,0.51,-1.05,50.1,35.6,14.5,0.41,-0.76
9019,6,104,17.0,3.0,1.2,0,0,0,6,17,12,1.17,1,0,1,0.87,0.76,1.3,0.8,0.5,0.44,0.49
9020,3,182,61.0,5.9,2.0,2,76,0,1,31,9,2.0,4,2,2,0.99,1.18,1.9,2.9,-1.0,-0.48,-0.62
9021,11,744,68.0,24.3,8.3,8,81,3,3,31,1,1.36,10,9,1,0.12,-0.11,12.8,8.1,4.7,0.57,0.56
9022,27,"1,477",55.0,48.3,16.4,16,71,2,11,30,2,0.81,16,27,-11,-0.67,-0.16,21.5,23.8,-2.3,-0.14,0.08
9023,20,234,12.0,5.7,2.6,0,0,0,20,12,9,1.73,5,4,1,0.38,-0.47,6.8,1.8,5.0,1.92,1.08
9024,26,"1,285",49.0,42.0,14.3,16,69,1,10,19,5,1.18,18,20,-2,-0.14,0.01,14.9,21.8,-7.0,-0.49,-0.44
9025,10,119,12.0,3.9,1.3,0,0,0,10,12,5,1.33,2,2,0,0.0,-0.03,3.4,1.2,2.2,1.71,1.39
9026,2,122,61.0,4.0,1.4,2,61,1,0,0,8,0.5,3,4,-1,-0.74,-1.2,1.0,3.3,-2.3,-1.68,-2.02
9027,28,"1,739",62.0,56.8,19.3,20,77,6,8,25,0,1.52,27,25,2,0.1,-0.78,30.1,23.3,6.8,0.35,-0.38
9028,32,"2,719",85.0,88.9,30.2,31,87,21,1,23,0,1.22,40,45,-5,-0.17,-0.43,40.9,37.3,3.6,0.12,0.22
9029,26,"1,633",63.0,47.7,18.1,20,76,4,6,19,8,1.23,20,21,-1,-0.06,-0.36,23.2,18.4,4.8,0.27,0.58
9030,14,"1,260",90.0,41.2,14.0,14,90,14,0,0,19,1.5,24,17,7,0.5,-0.15,25.7,18.7,7.0,0.5,0.12
9031,1,5,5.0,0.1,0.1,0,0,0,1,5,1,0.0,0,0,0,0.0,-0.19,0.1,0.2,-0.1,-1.79,-1.95
9032,39,"1,764",45.0,42.6,19.6,20,66,3,19,23,6,1.18,29,31,-2,-0.1,-0.18,24.8,24.3,0.6,0.03,0.19
9033,40,"3,377",84.0,89.3,37.5,39,86,30,1,25,0,1.62,61,46,15,0.4,-1.61,47.5,46.2,1.3,0.03,-0.78
9034,30,"1,831",61.0,59.8,20.3,19,83,6,11,23,1,1.31,37,31,6,0.29,-0.22,30.2,27.8,2.4,0.12,0.1
9035,32,"2,018",63.0,59.0,22.4,23,79,7,9,22,0,1.59,30,19,11,0.49,0.81,23.3,21.4,1.9,0.09,0.12
9036,9,133,15.0,3.9,1.5,1,28,0,8,13,1,1.11,5,1,4,2.71,2.87,4.4,1.6,2.8,1.88,1.75
9037,15,714,48.0,20.9,7.9,9,66,1,6,21,1,1.2,5,10,-5,-0.63,0.17,4.7,11.3,-6.6,-0.91,-0.31
9038,34,"2,395",70.0,70.0,26.6,29,78,9,5,27,0,1.77,36,22,14,0.53,0.26,37.6,27.9,9.6,0.36,0.1
9039,28,"2,432",87.0,79.5,27.0,27,88,22,1,45,1,1.43,35,40,-5,-0.19,1.39,31.5,38.7,-7.2,-0.27,0.48
9040,21,"1,890",90.0,55.3,21.0,21,90,21,0,0,8,1.1,17,26,-9,-0.43,-0.31,17.5,18.2,-0.8,-0.04,-0.02
9041,1,18,18.0,0.5,0.2,0,0,0,1,18,0,1.0,0,0,0,0.0,-0.45,0.0,0.1,-0.1,-0.55,-0.88
9042,4,175,44.0,5.1,1.9,2,81,1,2,7,10,1.75,0,1,-1,-0.51,-0.35,1.1,3.2,-2.1,-1.11,-0.5
9043,23,"1,152",50.0,30.5,12.8,13,77,2,10,15,9,1.17,15,14,1,0.08,0.39,13.1,12.4,0.7,0.05,0.06
9044,7,146,21.0,4.3,1.6,0,0,0,7,21,4,0.86,1,2,-1,-0.62,-0.64,2.1,2.0,0.1,0.08,0.14
9045,5,116,23.0,3.4,1.3,1,54,0,4,16,1,1.8,3,0,3,2.33,2.46,2.3,0.3,2.0,1.56,1.41
9046,30,"2,394",80.0,70.0,26.6,27,87,23,3,11,6,1.33,34,33,1,0.04,0.21,36.4,36.0,0.4,0.02,-0.29
9047,23,"1,536",67.0,50.2,17.1,17,85,12,6,17,9,1.46,26,26,0,0.0,-0.41,23.4,23.4,0.0,0.0,-0.68
9048,14,"1,151",82.0,33.7,12.8,13,88,12,1,5,3,1.65,21,15,6,0.47,0.35,13.4,17.6,-4.1,-0.32,-0.17
9049,32,"2,880",90.0,69.6,32.0,32,90,32,0,0,2,1.41,28,34,-6,-0.19,0.1,29.2,36.8,-7.6,-0.24,0.08
9050,8,131,16.0,4.3,1.5,0,0,0,8,16,4,1.13,1,1,0,0.0,0.49,1.3,1.8,-0.5,-0.35,0.02
9051,14,307,22.0,9.0,3.4,2,54,0,12,17,8,2.2,6,3,3,0.88,0.3,5.6,5.3,0.4,0.1,-0.38
9052,18,"1,165",65.0,34.1,12.9,13,78,6,5,29,17,0.67,13,28,-15,-1.16,-0.2,15.6,22.3,-6.7,-0.52,-0.32
9053,8,393,49.0,12.8,4.4,4,69,0,4,30,3,1.0,6,8,-2,-0.46,0.18,5.3,5.7,-0.4,-0.09,0.35
9054,15,342,23.0,8.3,3.8,3,85,2,12,7,12,1.33,6,10,-4,-1.05,-0.89,6.0,7.4,-1.4,-0.37,0.09
9055,25,"1,530",61.0,37.0,17.0,18,79,5,7,16,0,1.48,27,27,0,0.0,-0.31,27.8,20.4,7.4,0.44,0.19
9056,10,900,90.0,29.4,10.0,10,90,10,0,0,24,1.6,12,8,4,0.4,0.73,13.0,10.5,2.5,0.25,0.1
9057,46,"4,140",90.0,100.0,46.0,46,90,46,0,0,0,1.24,59,65,-6,-0.13,0.0,58.8,67.4,-8.5,-0.19,0.0
9058,6,307,51.0,10.0,3.4,3,74,1,3,29,2,0.83,3,5,-2,-0.59,-0.46,3.7,3.1,0.6,0.16,0.42
9059,14,"1,068",76.0,34.9,11.9,13,80,10,1,22,0,1.14,12,11,1,0.08,1.62,12.1,12.1,0.0,0.0,1.03
9060,10,819,82.0,19.8,9.1,9,90,9,1,9,21,1.4,14,14,0,0.0,-0.22,11.3,13.3,-2.0,-0.22,-0.42
9061,27,"2,384",88.0,77.9,26.5,27,88,25,0,0,0,2.14,44,28,16,0.6,0.34,43.6,32.2,11.4,0.43,-0.12
9062,1,27,27.0,0.9,0.3,0,0,0,1,27,10,0.0,0,2,-2,-6.67,-6.64,0.2,0.8,-0.7,-2.2,-2.59
9063,26,"1,527",59.0,36.9,17.0,19,74,6,7,16,1,1.54,27,16,11,0.65,0.24,22.1,14.8,7.3,0.43,0.34
9064,31,"2,734",88.0,89.3,30.4,31,88,26,0,0,0,1.61,51,40,11,0.36,0.09,39.0,40.2,-1.2,-0.04,0.32
9065,20,"1,193",60.0,34.9,13.3,12,82,9,8,27,13,0.9,17,20,-3,-0.23,-0.06,13.2,17.9,-4.7,-0.35,-0.45
9066,13,704,54.0,20.6,7.8,7,88,6,6,15,7,1.0,7,15,-8,-1.02,0.0,10.9,11.7,-0.7,-0.1,0.27
9067,33,"2,744",83.0,80.2,30.5,31,86,26,2,36,1,1.7,41,26,15,0.49,0.09,44.3,28.9,15.4,0.5,-0.11
9068,37,"2,992",81.0,87.5,33.2,36,82,15,1,36,0,1.45,51,43,8,0.24,0.03,43.9,36.8,7.1,0.21,-0.02
9069,30,"1,676",56.0,49.0,18.6,17,76,7,13,29,7,1.37,20,15,5,0.27,0.84,19.3,17.5,1.7,0.09,-0.06
9070,10,132,13.0,3.9,1.5,0,0,0,10,13,17,0.6,3,1,2,1.36,1.31,2.7,1.8,0.9,0.59,0.66
9071,19,707,37.0,20.7,7.9,9,68,2,10,10,10,1.1,10,17,-7,-0.89,-1.22,10.5,13.2,-2.7,-0.35,-0.43
9072,18,735,41.0,21.5,8.2,11,55,0,7,18,2,1.39,6,11,-5,-0.61,-0.71,6.9,7.0,-0.1,-0.01,-0.04
